,crate_name,crate_hash,def_path,def_path_hash,summary_key,unsafe_reason
2559964,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[45]::ge[0],486467de1ad6e25ab4ff38e4ee8133ca,rust_extra.arrays.implement_arrays.ge,borrow of packed field
2564106,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[59]::cmp[0],deeb7ae7adcfa2179f52b3be4d0d7f85,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
2566455,minidump,e5761667c9fbc72f,minidump[cf38]::minidump[0]::{{impl}}[0]::print[0],2a8f6e57a0896be6584e4e7a68c41e44,minidump.minidump.implement.print,borrow of packed field
2573049,zfs,54b2e16997fa8427,zfs[576d]::zap[0]::{{impl}}[3]::fmt[0],d3595ef5372ababa48d572e736ce8fe9,zfs.zap.implement_zap.fmt,borrow of packed field
2576704,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[38]::as_mut[0],3fd88b60bde37b76ae8d9c92a21498c,rust_extra.arrays.implement_arrays.as_mut,borrow of packed field
2576812,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[120]::fmt[0],b89c3052e4fef1bff3d5e8899cdd3ed0,rust_extra.arrays.implement_arrays.fmt,borrow of packed field
2582239,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[32]::lt[0],eea7941ca3a8dc2068df2102b899160a,rust_extra.arrays.implement_arrays.lt,borrow of packed field
2587288,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[84]::gt[0],a2ea7cbd2486976ad9442bca4477d0d,rust_extra.arrays.implement_arrays.gt,borrow of packed field
2588355,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[26]::get_unchecked_mut[0],dc45ef4d0f817d47a2e9d48d8c6180a,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
2590561,td_revent,b717125ba4fea66d,td_revent[5dfa]::sys[0]::unix[0]::epoll[0]::{{impl}}[2]::do_select[0],77f2da13b368dfcfac2ee230e6a9d63e,td_revent.sys.unix.epoll.implement_epoll.do_select,borrow of packed field
2591869,traildb,3d1933461c1add56,traildb[aafe]::{{impl}}[13]::from_tdb_event[0],b456de14ce8c74b4bbca64087e121e,traildb.implement_13.from_tdb_event,borrow of packed field
2608776,coreboot_table,868dac5bdab66cd0,coreboot_table[922f]::forward[0]::{{impl}}[0]::fmt[0],e2041ce3f9a20719d2c0a275c6d54297,coreboot_table.forward.implement.fmt,borrow of packed field
2627148,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[104]::as_ptr[0],efd3f4e58996e68274b6b473b2bcd389,rust_extra.arrays.implement_arrays.as_ptr,borrow of packed field
2630425,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[30]::eq[0],4db263b2037eb79b61be76156d59f828,rust_extra.arrays.implement_arrays.eq,borrow of packed field
2642985,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[6]::ge[0],e9c016330c5decba1f9cb5e2e7b396a9,rust_extra.arrays.implement_arrays.ge,borrow of packed field
2656132,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[114]::into_iter[0],986c51398976cd7c27af6698b845a368,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
2672696,driverkit,3947540cc34b465b,driverkit[ab95]::{{impl}}[0]::get[0],dac5bcf5942197d8cae96e4b060e1605,driverkit.implement.get,borrow of packed field
2675530,dmi,8471fcce61989881,dmi[3116]::{{impl}}[15]::fmt[0],942e128093f8190b108ef786b5b260e0,dmi.implement_15.fmt,borrow of packed field
2681657,acpi,f9d0fbdb33856957,acpi[a083]::madt[0]::parse_apic_model[0],56c22a58641cfeccdc8a0029290843dd,acpi.madt.parse_apic_model,borrow of packed field
2691335,driverkit,3947540cc34b465b,driverkit[ab95]::{{impl}}[1]::fmt[0],4f4c0b4d492b3805c9d2d75d7e841eb4,driverkit.implement_1.fmt,borrow of packed field
2691634,redoxfs,4094856f57e40cfa,redoxfs[9edf]::ex_node[0]::{{impl}}[1]::fmt[0],402167beb7bcdd0fed8a5514f7d860b6,redoxfs.ex_node.implement_ex_node.fmt,borrow of packed field
2712808,minidump,e5761667c9fbc72f,minidump[cf38]::minidump[0]::{{impl}}[8]::print[0],3381d88611aebd42d1b0ae499523ed94,minidump.minidump.implement_minidump.print,borrow of packed field
2716024,btrfs2,9b3e1c07f687698b,btrfs2[cb74]::diskformat[0]::item[0]::extent_data[0]::{{impl}}[0]::inline_data[0],de9b1969fb524f1422339daab061ff21,btrfs2.diskformat.item.extent_data.implement.inline_data,borrow of packed field
2722896,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[130]::get_unchecked_mut[0],42585f42c37dc96ccaf776351029d37d,rust_extra.arrays.implement_arrays.get_unchecked_mut,borrow of packed field
2738060,traildb_sys,f2f2fe20ee56389c,traildb_sys[fbe5]::{{impl}}[82]::fmt[0],a8ec20759eda81dd5032e22fe54794b,traildb_sys.implement_82.fmt,borrow of packed field
2745988,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[84]::lt[0],452dc556a373360bf742c80e1a29772e,rust_extra.arrays.implement_arrays.lt,borrow of packed field
2789374,multiboot2,b816fff69216d815,multiboot2[e5bb]::vbe_info[0]::{{impl}}[0]::fmt[0],2efdceebacbd38e7e6619c6079007451,multiboot2.vbe_info.implement.fmt,borrow of packed field
2792967,btrfs,b9a28281d60617af,btrfs[985c]::diskformat[0]::item[0]::extent_data[0]::{{impl}}[0]::inline_data[0],ab7ed987649f11dc283b8c5b0bd18ce5,btrfs.diskformat.item.extent_data.implement.inline_data,borrow of packed field
2815353,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[97]::ge[0],173a2d9ae4367d52b107ff4e6541b3e8,rust_extra.arrays.implement_arrays.ge,borrow of packed field
2819878,yubikey,9048f3917dd17e91,yubikey[e1b0]::{{impl}}[29]::fmt[0],14f787e2e40aef91496b2a84c47340f3,yubikey.implement_29.fmt,borrow of packed field
2825148,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[26]::as_mut_ptr[0],dfa30754e75441f819341a737f732e9,rust_extra.arrays.implement_arrays.as_mut_ptr,borrow of packed field
2839680,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[107]::fmt[0],547c4b5ca7a4c1af6a16f59bc83101f2,rust_extra.arrays.implement_arrays.fmt,borrow of packed field
2855536,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[22]::into_iter[0],4d628cb81b3e43803c275d6a9ef3d4f1,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
2860467,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[89]::as_ref[0],6c4d63a26e9b47be406f967a675384a4,rust_extra.arrays.implement_arrays.as_ref,borrow of packed field
2880554,dmi,8471fcce61989881,dmi[3116]::{{impl}}[32]::fmt[0],b2f9bc1de7a6417fbbe5a02f05383787,dmi.implement_32.fmt,borrow of packed field
2882343,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[136]::partial_cmp[0],9210127266a00575d2005f38e6917f0a,rust_extra.arrays.implement_arrays.partial_cmp,borrow of packed field
2889081,driverkit,3947540cc34b465b,driverkit[ab95]::{{impl}}[0]::set[0],45cda87c59defbca487da782ba5b4a35,driverkit.implement.set,borrow of packed field
2890643,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[95]::eq[0],a53caf263f8595eec18b57801543cf,rust_extra.arrays.implement_arrays.eq,borrow of packed field
2905752,libopencm3_sys,8eed6dfb20dbb611,libopencm3_sys[f827]::{{impl}}[5]::tUpperSamFreq[0],58715f210689931e1ffaac8070efe4ca,libopencm3_sys.implement_5.tUpperSamFreq,borrow of packed field
2908697,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[110]::le[0],ebf6b7c3918c86dd3510e2e65791908e,rust_extra.arrays.implement_arrays.le,borrow of packed field
2912189,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[112]::hash[0],19071693c0500c90520d1ac8ad974481,rust_extra.arrays.implement_arrays.hash,borrow of packed field
2913154,rpcap,a3d6e496773bad52,rpcap[f8c1]::def[0]::{{impl}}[1]::try_from[0],5295d033150fdb73d0660272f7590e70,rpcap.def.implement_def.try_from,borrow of packed field
2915920,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[78]::as_ptr[0],900f895357313dc529e196c3c493ec83,rust_extra.arrays.implement_arrays.as_ptr,borrow of packed field
2916132,minidump,e5761667c9fbc72f,minidump[cf38]::minidump[0]::{{impl}}[16]::print[0],7b05d1346946fb7c10bd356c75b0b0d9,minidump.minidump.implement_minidump.print,borrow of packed field
2919972,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[71]::gt[0],9507978ecf5f71c6e36d9d96eb721bc1,rust_extra.arrays.implement_arrays.gt,borrow of packed field
2930240,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[117]::get_unchecked[0],8d03edc2b5f80804cf5e9e6864485f49,rust_extra.arrays.implement_arrays.get_unchecked,borrow of packed field
2931475,libopencm3_sys,8eed6dfb20dbb611,libopencm3_sys[f827]::{{impl}}[5]::tLowerSamFreq[0],bd881f23f3bb760f599a33b8c04226a2,libopencm3_sys.implement_5.tLowerSamFreq,borrow of packed field
2933259,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[143]::as_ptr[0],5739bbf8683685fa5726ffb9d3413319,rust_extra.arrays.implement_arrays.as_ptr,borrow of packed field
2935778,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[33]::cmp[0],18daba4ea7dd5c32a8cd8de9b0236a20,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
2936531,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[26]::as_ptr[0],358877eadeb2cfda6cf54c9397ce7ca2,rust_extra.arrays.implement_arrays.as_ptr,borrow of packed field
2937793,minidump_common,8b3ea2540af5f235,minidump_common[e37e]::format[0]::{{impl}}[79]::other_cpu_info[0],fb976a31e1e12e81e90248753032de75,minidump_common.format.implement_format.other_cpu_info,borrow of packed field
2986340,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[150]::cmp[0],a3e31ce088dc6fc8a6252da8042ff4da,rust_extra.arrays.implement_arrays.cmp,borrow of packed field
2998001,intel_spi,a08832378089de4a,intel_spi[bc6e]::mmio[0]::{{impl}}[1]::read[0],eb020fcaa1559d96631a339abf1fc7b9,intel_spi.mmio.implement_mmio.read,borrow of packed field
3009628,vpk,aa801b481107c880,vpk[bdaa]::entry[0]::{{impl}}[2]::fmt[0],6cbd22a088b43fe78341601d25747648,vpk.entry.implement_entry.fmt,borrow of packed field
3011297,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[71]::lt[0],832951b03f8d8f93ab28e0f7b83dc881,rust_extra.arrays.implement_arrays.lt,borrow of packed field
3013812,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[58]::partial_cmp[0],36550064f66fd24a704740b68d2b992c,rust_extra.arrays.implement_arrays.partial_cmp,borrow of packed field
3028828,multiboot2,b816fff69216d815,multiboot2[e5bb]::vbe_info[0]::{{impl}}[1]::fmt[0],3ac61683777b9af6d95d5e8c705dadcb,multiboot2.vbe_info.implement_vbe_info.fmt,borrow of packed field
3034067,pe,d772e081044817cc,pe[5631]::utility[0]::{{impl}}[20]::eq[0],e77b161d86dcfe3a9284005786f0f8b3,pe.utility.implement_utility.eq,borrow of packed field
3035715,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[71]::ge[0],f97e54982e4b6b804b7386494bc2d0e,rust_extra.arrays.implement_arrays.ge,borrow of packed field
3060420,rust_extra,156ff18b2f63fa66,rust_extra[930c]::arrays[0]::{{impl}}[36]::into_iter[0],d1415d78f8c732d087b0451c4cfab000,rust_extra.arrays.implement_arrays.into_iter,borrow of packed field
3099592,elrond,9ff59a474db56cd8,elrond[b804]::symtable[0]::symtable32[0]::{{impl}}[0]::new[0],fddf59a53a513fc5ff670c37e4239c4,elrond.symtable.symtable32.implement.new,borrow of packed field
